465df34a62f81d1f72e72bb7307edead,2,"[[6446a3c83557f676fe19c8dce425db71,2018-11-23],[018c31d7dbc020ac771f2c2128496dd9,2018-11-23]]",28
308fd7095e7ac4d1f93d6d8deddae8ef,2,"[[455c2b902537f64416d20443fd25bd1d,2018-11-23],[e8c21fa8abe32c715dc0ceba4c0f97ee,2018-11-23]]",22
309068e08c25ca961f86b98409f5d7e2,2,"[[095838c42ab54f98fdd738832cf4c162,2017-11-24],[95d8b8ed8f5c90b9fedba03a56964f43,2017-11-24]]",27
4da6c0fa64e48a6486afb5957fdbf3b9,2,"[[5c179ebcc95632f21cd6e1034f93238d,2018-11-23],[5c179ebcc95632f21cd6e1034f93238d,2018-11-23]]",29
5808b300b4f786f1e16794c03f9290e5,2,"[[c6d5a96af8d6825afc1b47127c38dc14,2017-11-24],[06611680cb597b0a7e8b1c93d4adeba5,2017-11-24]]",25
406204f137d31a2d06ca1ac309cee651,2,"[[fe527db8d8f09006a237c99586f00683,2017-11-24],[d65565cf2cb517323480adacc0d5f6c4,2017-11-24]]",22
d8bf0b2ef3a11c628519b0811261aafc,2,"[[6a2fc06f6a916972a552db747736f8cc,2018-11-23],[de7638009e4ce29c607a5abd6896f94f,2018-11-23]]",19
112050b33a8592e65d42321a189b8c1b,2,"[[9af4e2f31687056f56c0ca7def4d12bb,2017-11-24],[d62339d3703a5da685dd759aa5fefd94,2017-11-24]]",22
740974de637ba4c7b9f9d831d00a22b8,2,"[[9a18c5d12316399848122b164eda92c0,2018-11-23],[9d632d8e9295a40a48b72f87b701df8c,2018-11-23]]",22
ff508e748876ef7dde27979c713ba28e,2,"[[b142ce1aeecb5aae487780ee7d5f4d9c,2017-11-24],[602d95f068c6065a9c6700e0b6cc2bc9,2017-11-24]]",20
1544e98164ef021ae6736299d495ee1e,2,"[[d6be8cf841d6984b9f5547444cd14384,2018-11-23],[5e883f7952373cc7d90ff2f49bce6f14,2018-11-23]]",28
6a83130863b231abe525d5a4c60a40b5,2,"[[460751bf3268e756e0f11c2e4dc9dc87,2018-11-23],[12e3d81f04aee62dc44bc88375c7539e,2018-11-23]]",26
0e8b2f980d79244b62798fd28429362f,2,"[[92cfab800c85c032851c8797fb40ef7b,2018-11-23],[42c32b641d2d9ac95bf5cd8318d239f9,2018-11-23]]",28
104d0199aeacb684b072f9722d91be80,2,"[[aa610097a55cc61c5c9500026e93bb6f,2018-11-23],[501088655d1795a57d5c81ba0c2001c7,2018-11-23]]",22
3bfcd49a281054bbf95c03b31fb5e5ef,3,"[[a071669a5000ce07ad709886c8109906,2018-11-23],[ca2360f9f20482f1f0d851a15ae67498,2018-11-23],[cb422c641730320669dc49b88c069a00,2018-11-23]]",19
a929b003fbfa702e4a9effc721c04a5f,2,"[[6fab02497285d2740bdeb9013b7b5ca4,2018-11-23],[904a10a6d9207c4cc8cdc047e8a89775,2018-11-23]]",24
b032a2f8e297887e61bc872d87b7d48a,2,"[[0d11453e50f51f9d76e358faf0a3898f,2018-11-23],[8e3dc26de2dabf7308ccb31c3c8daf35,2018-11-23]]",27
2397e1b3f1a59c98786bd9387a6ae2a1,2,"[[28145d17f131bc1b470a40a6d5dc0cd0,2018-11-23],[7f9a244a5d038ef0b990b03279ea899e,2018-11-23]]",19
3052bbb79a8af604b6d5ca2436b6e3d1,2,"[[62a3d147f86f6f8c6266b55a1bee9825,2018-11-23],[5539848afa94b8a9e465bf170b17d5f7,2018-11-23]]",22
90264a2151189c157910a3fc037e0464,2,"[[7d09aa1e2149159d601a371a8ecaf362,2018-11-23],[39a6f085b8023a49b5a5d767f983565d,2018-11-23]]",22
ba53e962e0d9c2eda47e8656aae57071,2,"[[3c7af7ef834273d026619186ec0b9ba7,2018-11-23],[8e196cfd490113481250986b43fa4656,2018-11-23]]",21
13ba1062e7f6cdfe4ffb7a167ba78a7e,2,"[[58a307655583c5490cb2289c5d48d87d,2018-11-23],[7a6f6e9d1933c665026b497adc2dd9c2,2018-11-23]]",29
e0190c3ec9e16833d3d84d0ec4fec918,2,"[[b94a3cfad2863328dadcf1b19bf2723a,2017-11-24],[e71eb633b5df0354a37f923c022c8925,2017-11-24]]",27
28c86a31252a418e4f7a86bbe0de7058,2,"[[9b6f678e426c0e5928b3137f4a6e50d8,2018-11-23],[b0026cd39eec86bb136bd82b0331bdd5,2018-11-23]]",0
be34bae802a40f1bfef9f7b7e85ed6c0,2,"[[8936c748ac1372af6384e89c37c0bcc6,2018-11-23],[09ffaac6d05746cef09d12969c60710a,2018-11-23]]",22
fba4c7713440d3a41ded942d2decfa6d,2,"[[7b4724f1af2b3542fdddd51bf14ba30f,2018-11-23],[6fa38e62136c3aea8cf78b7d314fec1b,2018-11-23]]",22
0b0ec339cd656890361d56087106e1dd,2,"[[94f2707b232749d6533b8cc778818d5d,2018-11-23],[7e14755ec53056b9d84a78cc29628b0d,2018-11-23]]",29
257122a7657aafb220e0d48facaeb10a,2,"[[8ea0d35dfc8913df2000356fa5ac6896,2017-11-24],[3173ab488bf4cb33d435e650543bdf57,2017-11-24]]",24
2e4481cdb28486152ff7a110d299408a,2,"[[3a6ceddb109e34ce9b97d1b090cd2558,2018-11-23],[e97702d50398eb6cf742a5d6892fb4e2,2018-11-23]]",26
6db9726b742ca8f1c13ee06799d9d6bc,2,"[[cb8e701b02de922aa8eba5cffb06d6e8,2018-11-23],[ceea5c722ec9d09af95b9bc5ba69d4ba,2018-11-23]]",29
af899697d462d21a668dd7a5795c08f1,2,"[[445d9632cd989c570f31c4610aa56e8f,2017-11-24],[3deb17c277a564efcdd8467f8ddfca62,2017-11-24]]",22
18d6c857acbfb21b50633ebf0fb59bb3,3,"[[aede83e21d3683a716106a85d208ded9,2018-11-23],[fa32e1d7d905159afec553b506dc4394,2018-11-23],[3a6abfc49a47d5d30d06747b5e781681,2018-11-23]]",28
43a425b4067a5860fa89f8bb3c3abd95,2,"[[5f8d5149233a532907c337c2aaec97c7,2017-11-24],[24cccf32d9905d306d7ce225018a015b,2017-11-24]]",27
90da2df0b3822028681b52fc8d23767e,2,"[[7d2199c80e4346956af8e7901e4d29bf,2017-11-24],[4541dc144bb292e0326f9c34f980e1b9,2017-11-24]]",24
3860f681456fae15d9b562d948a89028,3,"[[66c1ea9f1aa3b2544d5e9ba911c0f790,2018-11-23],[4cc754634d81b8dcfb51a7f7ae949d19,2018-11-23],[41248accd291f46a50b0cdba30adf7c9,2018-11-23]]",19
5b5683edb8e83e5bfb1447414a1e6cdc,2,"[[b5de4432e9672eb1d76563f4316a5f75,2018-11-23],[ef0771b6fc0c5ec7407b05912ed5cda9,2018-11-23]]",20
87d88a6c769799a8a003aeeffc266312,2,"[[ba928fef9e8726f9ca31aac3fbae9be6,2018-11-23],[b9cfe0bbab3229c9d9e32f02b59a7521,2018-11-23]]",23
b09771ed358c4e63b74d43781225deb4,2,"[[90a7b7abd384740abdb981209b5ca51d,2017-11-24],[0ba4cf57b02d68f6ad06cfc3b288e190,2017-11-24]]",27
0d5b1235ac4365df2ed7a38d9f0f4612,2,"[[4fef72c97ccf074a4bbd12c984d9a217,2017-11-24],[8e71a2c560d4f453e172164f2773d55c,2017-11-24]]",25
731b79ecfd32f118ba657f4b9d9512fb,2,"[[8f700a8d88d8c580062e5ea9280a4ad8,2018-11-23],[794a10b305ead46e10b305377875377b,2018-11-23]]",23
a3c3bc3ebac103447d4c30a5027ee96a,3,"[[07089f306713afa35b6541fa51e87198,2018-11-23],[b0b219b15cca20027622de7d210f632f,2018-11-23],[8420964c04d564e625d051c2f8862565,2018-11-23]]",9
af2a152cf43ba0a49d46ff9c7283bd3f,2,"[[2f61799a40d9e1500108dae3e473ff0e,2017-11-24],[428c1d2dc1fca6aff5441c5ec62cb464,2017-11-24]]",24
d221905b7af7b56c0b202544d60d08a4,3,"[[82c2a7a825ac0401d8ca18f58bc76a08,2018-11-23],[a0cd825d3d69a19db8d644fe91d29dc3,2018-11-23],[5bd8524dac7e62b57412a0c28bbe4cfc,2018-11-23]]",26
f2e069089a360a8f7d26f5f48af4fc03,2,"[[156c2b27c0537cbaee00ebade168474b,2017-11-24],[75a5b780891ff8b4d423537ce6b3d1bf,2017-11-24]]",28
4fc31b68945fc97cd69c9d24fc2c178a,2,"[[4fe17a6579c72b57d2973a77d62fb147,2018-11-23],[c9b276fb6f02892120c2cc57acc6fd27,2018-11-23]]",26
b3ffa72e71ba1df2650aded139235dc1,2,"[[6e98d9174d4f4b9cd206eed8c14a1570,2018-11-23],[c78614f5d859212491e898e0da1d2b12,2018-11-23]]",28
fcc8fc9f0756c09a5c18a3f1ef079d2f,2,"[[3940adefd658f84d3df991174d405a9c,2018-11-23],[591d90bc408cd782f41d52eca53e4d74,2018-11-23]]",19
4112bda78775666500367aff2ae2c866,3,"[[08d28852abb06109ab53648ed41411bc,2018-11-23],[ebc3616ec4584ba4d66c85a6b4d2b1e6,2018-11-23],[76c9b99f16e98b70433fd9f5acfe9630,2018-11-23]]",23
